,圖號,圖名,卷片號或數位照片檔名,CloudRate,SecureType,拍攝日期,MinX,MinY,MaxX,MaxY,現有檔名,Roll,camera,Unnamed: 13,Unnamed: 14,Unnamed: 15
69435,97213045,新城(四),121221e_65~0042_hr4,40,一般圖,20121221,311794.206,2668816.091,314347.431,2671596.181,97213045_121221e_65~0042_hr4.tif,121221e,DMC,,,
69624,97213084,北埔,181028_0502_mtbnc,10,一般圖,20181028,309299.517,2657730.09,311854.167,2660509.648,97213084_181028_0502_mtbnc.tif,181028_,ADS40,,,
69781,97214006,雅音山(一),150803_0319_mtbn,20,一般圖,20150803,314158.501,2707591.932,316705.438,2710372.738,97214006_150803_0319_mtbn.tif,150803_,ADS40,,,
69787,97214006,雅音山(一),220920f_66~0055_hr4,30,一般圖,20220920,314158.501,2707591.932,316705.438,2710372.738,97214006_220920f_66~0055_hr4.tif,220920f,DMC,,,
69869,97214015,雅音山(三),120809f_65~0093_hr4,90,一般圖,20120809,311636.933,2704811.612,314183.85,2707591.932,97214015_120809f_65~0093_hr4.tif,120809f,DMC,,,
69914,97214019,鹿皮山(三),121022e_69~0090_hr4,90,一般圖,20121022,321773.977,2704859.809,324322.93,2707641.999,97214019_121022e_69~0090_hr4.tif,121022e,DMC,,,
69937,97214022,比亞毫社(一),150811f_62~0067_hr4,30,一般圖,20150811,304044.899,2702011.354,306590.783,2704790.26,97214022_150811f_62~0067_hr4.tif,150811f,DMC,,,
69984,97214026,砲臺山(一),120809f_66~0132_hr4,40,一般圖,20120809,314183.85,2702054.025,316731.764,2704834.795,97214026_120809f_66~0132_hr4.tif,120809f,DMC,,,
70055,97214033,太和(三),220920f_63~0099_hr4,20,一般圖,20220920,306590.783,2699252.421,309137.662,2702031.775,97214033_220920f_63~0099_hr4.tif,220920f,DMC,,,
70095,97214037,飯包尖山(三),150629f_67~0206_hr4,40,一般圖,20150629,316731.764,2699296.888,319280.672,2702078.105,97214037_150629f_67~0206_hr4.tif,150629f,DMC,,,
70103,97214038,飯包尖山(二),120809f_68~0035_hr4,40,一般圖,20120809,319267.029,2699309.147,321816.446,2702090.832,97214038_120809f_68~0035_hr4.tif,120809f,DMC,,,
70153,97214043,清花山(四),170328_0328_mtbn,20,一般圖,20170328,306601.929,2696483.515,309149.296,2699262.852,97214043_170328_0328_mtbn.tif,170328_,ADS40,,,
70194,97214047,飯包山(四),150629f_67~0202_hr4,40,一般圖,20150629,316744.907,2696527.948,319294.302,2699309.147,97214047_150629f_67~0202_hr4.tif,150629f,DMC,,,
70220,97214050,死湖(一),121022e_70~0023_hr4,90,一般圖,20121022,324352.228,2696566.069,326903.147,2699348.669,97214050_121022e_70~0023_hr4.tif,121022e,DMC,,,
70239,97214052,巴奈良山(二),180807_0251_mtbn,30,一般圖,20180807,304076.839,2693704.66,306624.189,2696483.515,97214052_180807_0251_mtbn.tif,180807_,ADS40,,,
70274,97214055,琴山(三),150811f_65~0154_hr4,30,一般圖,20150811,311685.536,2693735.905,314234.403,2696516.154,97214055_150811f_65~0154_hr4.tif,150811f,DMC,,,
70303,97214058,飯包山(二),120809f_68~0027_hr4,90,一般圖,20120809,319294.302,2693771.258,321844.69,2696552.905,97214058_120809f_68~0027_hr4.tif,120809f,DMC,,,
70402,97214067,煙冠山(四),120704f_67~0117_hr4,10,一般圖,20120704,316771.156,2690990.095,319321.522,2693771.258,97214067_120704f_67~0117_hr4.tif,120704f,DMC,,,
70490,97214076,北南山(二),150803_0319_mtbn,90,一般圖,20150803,314247.01,2688209.416,316797.355,2690990.095,97214076_150803_0319_mtbn.tif,150803_,ADS40,,,
70500,97214077,煙冠山(三),120704f_67~0121_hr4,30,一般圖,20120704,316784.262,2688221.182,319335.113,2691002.326,97214077_120704f_67~0121_hr4.tif,120704f,DMC,,,
70579,97214086,騾馬望山(一),100501g_66~0159_hr4,90,一般圖,20100501,314105.0,2685300.0,316970.0,2688365.0,97214086_100501g_66~0159_hr4.tif,100501g,DMC,,,
70589,97214087,石坑子山(四),121022f_67~0020_hr4,90,一般圖,20121022,316797.355,2685452.278,319348.69,2688233.404,97214087_121022f_67~0020_hr4.tif,121022f,DMC,,,
70597,97214088,石坑子山(一),120704f_68~0098_hr4,30,一般圖,20120704,319335.113,2685464.491,321886.954,2688246.082,97214088_120704f_68~0098_hr4.tif,120704f,DMC,,,
70669,97214096,騾馬望山(二),100501g_66~0155_hr4,90,一般圖,20100501,314115.0,2682530.0,316980.0,2685595.0,97214096_100501g_66~0155_hr4.tif,100501g,DMC,,,
70680,97214097,石坑子山(三),121022f_67~0016_hr4,90,一般圖,20121022,316810.435,2682683.383,319362.254,2685464.491,97214097_121022f_67~0016_hr4.tif,121022f,DMC,,,
70691,97214098,石坑子山(二),121022f_68~0107_hr4,90,一般圖,20121022,319348.69,2682695.586,321901.014,2685477.158,97214098_121022f_68~0107_hr4.tif,121022f,DMC,,,
70704,97214099,和中(三),170805_0232_mtbn,30,一般圖,20170805,321886.954,2682708.244,324439.783,2685490.282,97214099_170805_0232_mtbn.tif,170805_,ADS40,,,
70718,97221001,盤山坑,150718c_71~0177_hr4,20,一般圖,20150718,326520.602,2763037.69,329060.27,2765821.231,97221001_150718c_71~0177_hr4.tif,150718c,DMC,,,
70729,97221002,豹子廚,160620c_72~0370_hr4,90,一般圖,20160620,329044.283,2763052.024,331584.472,2765836.04,97221002_160620c_72~0370_hr4.tif,160620c,DMC,,,
70735,97221002,豹子廚,220304c_72~0158_hr4,20,一般圖,20220304,329044.283,2763052.024,331584.472,2765836.04,97221002_220304c_72~0158_hr4.tif,220304c,DMC,,,
70786,97221006,下坪,150718c_76~0330_hr4,40,一般圖,20150718,339139.111,2763114.008,341681.384,2765899.933,97221006_150718c_76~0330_hr4.tif,150718c,DMC,,,
70880,97221015,尪子嶺,150718c_75~0300_hr4,40,一般圖,20150718,336632.907,2760328.582,339175.152,2763114.008,97221015_150718c_75~0300_hr4.tif,150718c,DMC,,,
70892,97221016,石觀音,120812c_76~0054_hr4,10,一般圖,20120812,339157.14,2760344.764,341699.907,2763130.667,97221016_120812c_76~0054_hr4.tif,120812c,DMC,,,
70931,97221022,烏山路,130804_0253_mtbn,30,一般圖,20130804,329076.243,2757513.636,331617.421,2760297.613,97221022_130804_0253_mtbn.tif,130804_,ADS40,,,
70932,97221022,烏山路,140824c_72~0260_hr4,40,一般圖,20140824,329076.243,2757513.636,331617.421,2760297.613,97221022_140824c_72~0260_hr4.tif,140824c,DMC,,,
70972,97221025,內大溪,160620c_75~0333_hr4,40,一般圖,20160620,336650.409,2757559.359,339193.148,2760344.764,97221025_160620c_75~0333_hr4.tif,160620c,DMC,,,
71041,97221034,坪溪,160620c_74~0414_hr4,90,一般圖,20160620,334142.653,2754774.452,336685.364,2757559.359,97221034_160620c_74~0414_hr4.tif,160620c,DMC,,,
71100,97221043,福德坑,160620c_73~0277_hr4,10,一般圖,20160620,331633.872,2751990.04,334176.557,2754774.452,97221043_160620c_73~0277_hr4.tif,160620c,DMC,,,
71133,97221051,石牌,140824c_71~0233_hr4c,40,一般圖,20140824,326597.839,2749191.843,329139.981,2751975.285,97221051_140824c_71~0233_hr4c.tif,140824c,DMC,,,
71276,97221072,洲仔尾,161112b_72~0050_hr4,0,一般圖,20161112,329155.878,2743667.827,331699.522,2746451.703,97221072_161112b_72~0050_hr4.tif,161112b,DMC,,,
71353,97221083,上大福,150514b_73~0061_hr4c,0,一般圖,20150514,331699.522,2740913.403,334244.175,2743697.733,97221083_150514b_73~0061_hr4c.tif,150514b,DMC,,,
71385,97221092,功勞,090522b_72~0113_rgb,0,一般圖,20090522,329030.0,2737990.0,331895.0,2741055.0,97221092_090522b_72~0113_rgb.tif,090522b,DMC,,,
71742,97222041,丸山,091106b_71~0121_rgb,40,一般圖,20091106,326580.0,2724130.0,329445.0,2727195.0,97222041_091106b_71~0121_rgb.tif,091106b,DMC,,,
71797,97222043,育英,121110b_73~0128_hr4,10,一般圖,20121110,331797.53,2724298.719,334345.12,2727082.928,97222043_121110b_73~0128_hr4.tif,121110b,DMC,,,
71840,97222051,十三份,121022e_71~0183_hr4,30,一般圖,20121022,326751.222,2721500.829,329298.273,2724284.074,97222051_121022e_71~0183_hr4.tif,121022e,DMC,,,
71987,97222073,猴椅山,120704c_73~0023_hr4,30,一般圖,20120704,331846.325,2715991.499,334395.377,2718775.646,97222073_120704c_73~0023_hr4.tif,120704c,DMC,,,
71988,97222073,猴椅山,121022c_73~0034_hr4,90,一般圖,20121022,331846.325,2715991.499,334395.377,2718775.646,97222073_121022c_73~0034_hr4.tif,121022c,DMC,,,
71992,97222073,猴椅山,150715c_73~0125_hr4,40,一般圖,20150715,331846.325,2715991.499,334395.377,2718775.646,97222073_150715c_73~0125_hr4.tif,150715c,DMC,,,
72002,97222074,圳頭坑,120704c_74~0075_hr4,20,一般圖,20120704,334378.64,2716006.571,336928.205,2718791.189,97222074_120704c_74~0075_hr4.tif,120704c,DMC,,,
72007,97222074,圳頭坑,160705c_74~0067_hr4,10,一般圖,20160705,334378.64,2716006.571,336928.205,2718791.189,97222074_160705c_74~0067_hr4.tif,160705c,DMC,,,
72026,97222081,四區(四),121022e_71~0171_hr4,30,一般圖,20121022,326796.953,2713193.701,329345.467,2715976.887,97222081_121022e_71~0171_hr4.tif,121022e,DMC,,,
72052,97222083,東澳(四),150715c_73~0129_hr4,40,一般圖,20150715,331862.559,2713222.444,334412.097,2716006.571,97222083_150715c_73~0129_hr4.tif,150715c,DMC,,,
72096,97222092,四區(二),170805_0309_mtbn,30,一般圖,20170805,329345.467,2710438.808,331894.979,2713222.444,97222092_170805_0309_mtbn.tif,170805_,ADS40,,,
72106,97222093,東澳(三),120704c_73~0015_hr4,40,一般圖,20120704,331878.777,2710453.398,334428.801,2713237.504,97222093_120704c_73~0015_hr4.tif,120704c,DMC,,,
72119,97222094,東澳(二),110408_0333_mtbn,90,一般圖,20110408,334412.097,2710468.446,336962.633,2713253.023,97222094_110408_0333_mtbn.tif,110408_,ADS40,,,
72144,97223002,拳頭母山(一),150812e_62~0097_hr4,90,一般圖,20150812,303916.216,2735238.951,306456.193,2738018.057,97223002_150812e_62~0097_hr4.tif,150812e,DMC,,,
72207,97223007,貢仔子湖,220304c_67~0338_hr4,30,一般圖,20220304,316559.744,2735293.93,319102.287,2738075.386,97223007_220304c_67~0338_hr4.tif,220304c,DMC,,,
72366,97223019,石頭厝,100705b_69~0175_hr4,0,一般圖,20100705,321631.53,2732550.076,324175.594,2735332.457,97223019_100705b_69~0175_hr4.tif,100705b,DMC,,,
72424,97223023,玉蘭(四),151223e_63~0048_hr4,40,一般圖,20151223,306467.468,2729710.985,309008.945,2732490.526,97223023_151223e_63~0048_hr4.tif,151223e,DMC,,,
72462,97223026,楓林,151202c_66~0050_hr4,0,一般圖,20151202,314056.616,2729743.922,316599.631,2732524.872,97223026_151202c_66~0050_hr4.tif,151202c,DMC,,,
72509,97223029,大洲,140718b_69~0016_hr4,90,一般圖,20140718,321645.836,2729781.009,324190.391,2732563.37,97223029_140718b_69~0016_hr4.tif,140718b,DMC,,,
72640,97223039,柯子林,140718b_69~0020_hr4,90,一般圖,20140718,321660.129,2727011.95,324205.174,2729794.293,97223039_140718b_69~0020_hr4.tif,140718b,DMC,,,
72801,97223050,石頭城,170629_0316_mtbn,90,一般圖,20170629,324205.174,2724256.165,326751.222,2727038.959,97223050_170629_0316_mtbn.tif,170629_,ADS40,,,
72885,97223057,大元社,160706c_67~0054_hr4,90,一般圖,20160706,316626.158,2721448.732,319171.159,2724230.097,97223057_160706c_67~0054_hr4.tif,160706c,DMC,,,
72912,97223060,新寮,121022e_70~0059_hr4,90,一般圖,20121022,324219.943,2721487.115,326766.481,2724269.889,97223060_121022e_70~0059_hr4.tif,121022e,DMC,,,
73016,97223071,智腦(三),220908e_61~0175_hr4,0,一般圖,20220908,301459.248,2715846.467,304002.169,2718624.989,97223071_220908e_61~0175_hr4.tif,220908e,DMC,,,
73031,97223073,碼崙溪頭(三),120814f_63~0083_hr4,90,一般圖,20120814,306523.681,2715866.047,309067.621,2718645.503,97223073_120814f_63~0083_hr4.tif,120814f,DMC,,,
73032,97223073,碼崙溪頭(三),150811f_63~0036_hr4,90,一般圖,20150811,306523.681,2715866.047,309067.621,2718645.503,97223073_150811f_63~0036_hr4.tif,150811f,DMC,,,
73073,97223078,南澳山(二),150803_0256_mtbn,90,一般圖,20150803,319184.895,2715923.032,321731.386,2718704.829,97223078_150803_0256_mtbn.tif,150803_,ADS40,,,
73104,97223081,上平(四),180807_0300_mtbn,40,一般圖,20180807,301469.454,2713077.521,304012.867,2715856.027,97223081_180807_0300_mtbn.tif,180807_,ADS40,,,
73111,97223082,上平(一),150629f_62~0065_hr4,40,一般圖,20150629,304002.169,2713087.074,306546.091,2715866.047,97223082_150629f_62~0065_hr4.tif,150629f,DMC,,,
73133,97223084,三星山(一),150811f_64~0103_hr4,90,一般圖,20150811,309067.621,2713107.557,311612.561,2715887.463,97223084_150811f_64~0103_hr4.tif,150811f,DMC,,,
73227,97223093,三星山(三),220920f_63~0115_hr4,30,一般圖,20220920,306546.091,2710328.135,309091.013,2713107.557,97223093_220920f_63~0115_hr4.tif,220920f,DMC,,,
73235,97223094,三星山(二),191211_0306_mtbn,10,一般圖,20191211,309079.323,2710338.598,311624.753,2713118.487,97223094_191211_0306_mtbn.tif,191211_,ADS40,,,
73271,97223098,下銅山(二),120809f_68~0051_hr4,90,一般圖,20120809,319212.325,2710385.034,321759.794,2713166.794,97223098_120809f_68~0051_hr4.tif,120809f,DMC,,,
73290,97223100,拉卡(二),161112e_70~0061_hr4,40,一般圖,20161112,324278.878,2710411.004,326827.367,2713193.701,97223100_161112e_70~0061_hr4.tif,161112e,DMC,,,
73408,97224009,東勢格,081203c_69~0584_rgb,10,一般圖,20081203,321310.0,2762870.0,324175.0,2765935.0,97224009_081203c_69~0584_rgb.tif,081203c,DMC,,,
73422,97224010,火燒寮,160718c_70~0005_hr4,30,一般圖,20160718,323996.929,2763023.822,326536.078,2765806.887,97224010_160718c_70~0005_hr4.tif,160718c,DMC,,,
73532,97224017,橫坪,160620c_67~0091_hr4,40,一般圖,20160620,316439.401,2760215.86,318977.489,2762997.481,97224017_160620c_67~0091_hr4.tif,160620c,DMC,,,
73551,97224019,樟空子,140823c_69~0074_hr4,30,一般圖,20140823,321487.722,2760241.252,324026.847,2763023.822,97224019_140823c_69~0074_hr4.tif,140823c,DMC,,,
73609,97224024,四十分,150810c_64~0065_hr4,30,一般圖,20150810,308878.872,2757412.143,311415.905,2760192.327,97224024_150810c_64~0065_hr4.tif,150810c,DMC,,,
73663,97224027,灣潭,150810c_67~0112_hr4,40,一般圖,20150810,316452.823,2757446.72,318991.408,2760228.323,97224027_150810c_67~0112_hr4.tif,150810c,DMC,,,
73727,97224033,大粗坑,150810c_63~0050_hr4,30,一般圖,20150810,306365.608,2754632.449,308902.622,2757412.143,97224033_150810c_63~0050_hr4.tif,150810c,DMC,,,
73728,97224033,大粗坑,150811c_63~0011_hr4,40,一般圖,20150811,306365.608,2754632.449,308902.622,2757412.143,97224033_150811c_63~0011_hr4.tif,150811c,DMC,,,
73759,97224035,乾溝,140720c_65~0214_hr4,20,一般圖,20140720,311415.905,2754654.091,313953.952,2757434.73,97224035_140720c_65~0214_hr4.tif,140720c,DMC,,,
73793,97224037,金瓜寮,140823c_67~0028_hr4,30,一般圖,20140823,316466.232,2754677.589,319005.314,2757459.174,97224037_140823c_67~0028_hr4.tif,140823c,DMC,,,
73795,97224037,金瓜寮,150810c_67~0108_hr4,90,一般圖,20150810,316466.232,2754677.589,319005.314,2757459.174,97224037_150810c_67~0108_hr4.tif,150810c,DMC,,,
73806,97224038,九芎林,150810c_68~0140_hr4,90,一般圖,20150810,318991.408,2754690.034,321531.007,2757472.093,97224038_150810c_68~0140_hr4.tif,150810c,DMC,,,
73807,97224038,九芎林,150811c_68~0084_hr4,20,一般圖,20150811,318991.408,2754690.034,321531.007,2757472.093,97224038_150811c_68~0084_hr4.tif,150811c,DMC,,,
73817,97224039,石,160620c_69~0130_hr4,40,一般圖,20160620,321516.592,2754702.943,324056.709,2757485.476,97224039_160620c_69~0130_hr4.tif,160620c,DMC,,,
73823,97224040,尖山湖,140824c_70~0119_hr4,10,一般圖,20140824,324041.785,2754716.317,326582.421,2757499.324,97224040_140824c_70~0119_hr4.tif,140824c,DMC,,,
73870,97224044,孝義(一),140720c_64~0105_hr4,30,一般圖,20140720,308902.622,2751873.942,311440.65,2754654.091,97224044_140720c_64~0105_hr4.tif,140720c,DMC,,,
73872,97224044,孝義(一),150810c_64~0073_hr4,30,一般圖,20150810,308902.622,2751873.942,311440.65,2754654.091,97224044_150810c_64~0073_hr4.tif,150810c,DMC,,,
73896,97224045,客人寮(四),170702_0238_mtbn,30,一般圖,20170702,311428.283,2751884.986,313966.828,2754665.608,97224045_170702_0238_mtbn.tif,170702_,ADS40,,,
73905,97224046,客人寮(一),140720c_66~0229_hr4,30,一般圖,20140720,313953.952,2751896.495,316493.013,2754677.589,97224046_140720c_66~0229_hr4.tif,140720c,DMC,,,
73951,97224050,碧湖,140824c_70~0123_hr4,30,一般圖,20140824,324056.709,2751947.167,326597.839,2754730.154,97224050_140824c_70~0123_hr4.tif,140824c,DMC,,,
74006,97224054,孝義(二),150811c_64~0045_hr4,40,一般圖,20150811,308914.481,2749104.855,311453.006,2751884.986,97224054_150811c_64~0045_hr4.tif,150811c,DMC,,,
74021,97224055,客人寮(三),140720c_65~0222_hr4,40,一般圖,20140720,311440.65,2749115.891,313979.691,2751896.495,97224055_140720c_65~0222_hr4.tif,140720c,DMC,,,
74034,97224056,客人寮(二),150810e_66~0112_hr4,40,一般圖,20150810,313966.828,2749127.391,316506.384,2751908.467,97224056_150810e_66~0112_hr4.tif,150810e,DMC,,,
74083,97224061,哪哮(四),150930e_61~0016_hr4,90,一般圖,20150930,301346.337,2746305.469,303883.815,2749084.171,97224061_150930e_61~0016_hr4.tif,150930e,DMC,,,
74192,97224072,哪哮(二),150814e_62~0034_hr4,30,一般圖,20150814,303883.815,2743546.056,306422.304,2746325.211,97224072_150814e_62~0034_hr4.tif,150814e,DMC,,,
74215,97224074,西坑(二),170927_0307_mtbn,0,一般圖,20170927,308938.164,2743566.708,311477.681,2746346.805,97224074_170927_0307_mtbn.tif,170927_,ADS40,,,
74269,97224080,九龍山,180919_0316_mtbn,40,一般圖,20180919,324101.397,2743639.771,326644.007,2746422.7,97224080_180919_0316_mtbn.tif,180919_,ADS40,,,
74274,97224081,波露山(四),150810e_61~0066_hr4,90,一般圖,20150810,301366.954,2740767.387,303905.426,2743546.056,97224081_150810e_61~0066_hr4.tif,150810e,DMC,,,
74287,97224082,波露山(一),150812e_62~0089_hr4,90,一般圖,20150812,303894.626,2740777.012,306433.611,2743556.151,97224082_150812e_62~0089_hr4.tif,150812e,DMC,,,
74288,97224082,波露山(一),150814e_62~0038_hr4,90,一般圖,20150814,303894.626,2740777.012,306433.611,2743556.151,97224082_150814e_62~0038_hr4.tif,150814e,DMC,,,
74364,97224090,龍潭,180919_0316_mtbn,40,一般圖,20180919,324116.264,2740870.657,326659.367,2743653.567,97224090_180919_0316_mtbn.tif,180919_,ADS40,,,
74454,97224099,新城,090522b_69~0004c,0,一般圖,20090522,321602.877,2738088.238,324145.957,2740870.657,97224099_090522b_69~0004_rgbc.tif,090522b,DMC,,,
74465,97224099,新城,160513b_69~0154_hr4c,90,一般圖,20160513,321602.877,2738088.238,324145.957,2740870.657,97224099_160513b_69~0154_hr4c.tif,160513b,DMC,,,
74556,97232043,深澳,180326c_73~0090_hr4,20,一般圖,20180326,331468.663,2779682.269,334006.395,2782466.884,97232043_180326c_73~0090_hr4.tif,180326c,DMC,,,
74649,97232055,濂洞,121022c_75~0238_hr4,40,一般圖,20121022,336527.547,2776944.111,339066.824,2779729.662,97232055_121022c_75~0238_hr4.tif,121022c,DMC,,,
74765,97232072,新寮,140824c_72~0280_hr4,10,一般圖,20140824,328996.232,2771359.673,331534.933,2774143.75,97232072_140824c_72~0280_hr4.tif,140824c,DMC,,,
74851,97232083,內平林,150718c_73~0240_hr4,90,一般圖,20150718,331534.933,2768605.268,334074.652,2771389.802,97232083_150718c_73~0240_hr4.tif,150718c,DMC,,,
74906,97232087,鹽寮,160706b_77~0032_hr4,40,一般圖,20160706,341625.712,2768669.207,344167.52,2771455.652,97232087_160706b_77~0032_hr4.tif,160706b,DMC,,,
75042,97233001,後店,140717c_61~0283_hr4,90,一般圖,20140717,301179.998,2790611.46,303709.453,2793390.423,97233001_140717c_61~0283_hr4.tif,140717c,DMC,,,
75084,97233004,倒照湖,091105c_64~0121_rgb,30,一般圖,20091105,308570.0,2790500.0,311435.0,2793565.0,97233004_091105c_64~0121_rgb.tif,091105c,DMC,,,
75156,97233012,內柑宅,120704c_62~0406_hr4,40,一般圖,20120704,303709.453,2787852.012,306239.934,2790631.434,97233012_120704c_62~0406_hr4.tif,120704c,DMC,,,
75175,97233013,嵩山,160815c_63~0330_hr4c,90,一般圖,20160815,306228.445,2787862.226,308759.448,2790642.124,97233013_160815c_63~0330_hr4c.tif,160815c,DMC,,,
75319,97233026,粗坑仔,090705c_66~0033_rgb,10,一般圖,20090705,313635.0,2784985.0,316500.0,2788050.0,97233026_090705c_66~0033_rgb.tif,090705c,DMC,,,
75327,97233026,粗坑仔,150718c_66~0134_hr4,20,一般圖,20150718,313798.498,2785126.454,316331.571,2787907.764,97233026_150718c_66~0134_hr4.tif,150718c,DMC,,,
75346,97233028,萬里,130905b_68~0068_hr4c,30,一般圖,20130905,318837.58,2785151.078,321371.697,2787933.342,97233028_130905b_68~0068_hr4c.tif,130905b,DMC,,,
75347,97233028,萬里,150731b_68~0052_hr4c,0,一般圖,20150731,318837.58,2785151.078,321371.697,2787933.342,97233028_150731b_68~0052_hr4c.tif,150731b,DMC,,,
75369,97233031,十八份,160815c_61~0299_hr4c,30,一般圖,20160815,301211.376,2782303.906,303742.345,2785082.82,97233031_160815c_61~0299_hr4c.tif,160815c,DMC,,,
75418,97233035,富士坪,081123c_65~0069_rgb,10,一般圖,20081123,311125.0,2782205.0,313990.0,2785270.0,97233035_081123c_65~0069_rgb.tif,081123c,DMC,,,
75428,97233035,富士坪,150718c_65~0057_hr4,30,一般圖,20150718,311291.477,2782345.638,313824.529,2785126.454,97233035_150718c_65~0057_hr4.tif,150718c,DMC,,,
75526,97233043,大莊子,150718c_63~0008_hr4c,20,一般圖,20150718,306262.88,2779554.657,308795.393,2782334.504,97233043_150718c_63~0008_hr4c.tif,150718c,DMC,,,
